User_ID,drugName,condition,review,rating,date,usefulCount,ratings_simplified
128277,Phentermine,Weight Loss,"""Within an hour of the time I took my first and only dose of Fastin (bought over the counter), I was on my way to the hospital with Tachyacardia.   The pain was enormous.""",1.0,"January 17, 2016",25,1
128617,Phentermine,Weight Loss,"""It&#039;s early morning on day 4 of this medication. I&#039;ve lost 7 pounds and have had no cravings at all! I have eaten 3 small to modest meals a day...after reminding myself...and have not ruminated about food at all. I seem to have more energy too. Not sure if I&#039;m just excited to see such quick results, which is motivating in itself, or if that&#039;s a side effect. Will update at end of 1 week. Paid for this out of pocket...only $30 for 1 month...not bad!""",10.0,"May 18, 2015",12,4
81628,Liraglutide,Weight Loss,"""Hello all, 3rd time writing. Just got back from the Dr. I did my 1st dose on June 19, weighed 266lb, followed the dosing schedule, lost 11 lbs in 17 days.  This drug is awesome and no side effects at all.  Very happy with the results. Will continue until I reach my goal of at losing another 30 pounds.. My ideal weight for my height is 180 lbs but I would look sick and wouldn&#039;t go that far down. I was once 220 lbs and looked decent. With this drug, it will be a breeze. Also, I walk about 8 km a day and I barely eat. Sugar cravings are gone finally and need to pump out all the crap out of my liver until it functions back a 100%, then the weight will melt off. Happier than I can explain...to all you who are feeling discouraged, be patient.""",10.0,"July 5, 2017",18,4
82039,Liraglutide,Weight Loss,"""I am Type 1 diabetes with food issues. My weight has increased yearly to 50 lbs overweight and recently my insulin requirements were increasing rapidly and still no control over blood sugar. I have been on Victoza for just over a week and have had fantastic results pretty much immediately. I am slowly increasing dose to avoid side effects and it is working. My appetite is gone and food doesn&#039;t have any control over me. I lost 5 lbs in a week and blood sugar is great! I&#039;ve also noticed another benefit - I used to drink alcohol most days and I have no desire to drink. I feel great and would say the only side effect I am having is a slight difficulty in urinating - it takes longer to empty my bladder. I love this medicine!""",10.0,"July 24, 2016",56,4
138679,Phentermine,Weight Loss,"""I have been taking phentermine for 10 years on and off and it does work but you definitely have to change your eating habits because you will gain it right back.  In the beginning (for approximately 2 to 3 days) you cannot sleep but after that you will be fine and it does give you a burst of energy throughout the day.""",9.0,"December 14, 2011",1,4
128188,Phentermine,Weight Loss,"""Hi, I am 26 and 5 foot 5. I started taking adipex on 3/27/16. My start weight was 211. Now, only 4 days later, I have lost 10 pounds and at 201. I am excited to see what I will get to. My goal weight is 160.""",8.0,"April 1, 2016",75,3
81673,Liraglutide,Weight Loss,"""I&#039;m 58 and have always struggled with my weight, thyroid and other issues. I have been on Victoza for about a month and lost eight pounds. I admit much of that is because I have no appetite. That makes it easy for me to make healthy choices when I do eat. One thing that I have noticed is that Victoza definitely slows down the bowels. I think it&#039;s imperative to up the liquid intake. Because of the bowels I think it&#039;s difficult to really gauge the weight loss. I go down a pound and up two the next day etc. I think taking measurements or trying on an old pair of jeans is more accurate in seeing the real weight loss. I can tell my health is improving and I feel like if I&#039;m patient this will get me to my goal weight of 155. 32 more to go.""",8.0,"June 10, 2017",16,3
138515,Phentermine,Weight Loss,"""I was at my highest weight of 272lbs on December 20, 2012. I went for surgery the 28th. Some how I had lost 14 lbs between then and the end of January. I went back in February for my 6 week check up and told my dr I had lost the 14 lbs. He asked me if I was happy about that? I said YES! So he asked if I wanted to lose more and that he had a nutrionist on board and if I was interested meet with her. That was the best decision I ever made!! I&#039;m down 45 lbs now. Started  my first pill March 21,2013 and my most recent June 2, 2013. My goal is to be 150lbs by end of 2013. I should be able to do it!!""",10.0,"June 2, 2013",51,4
139042,Phentermine,Weight Loss,"""Started on these at the end March. Lost 10lbs in the first three weeks, not a great deal, but I only have 2 1/2 stones to lose. Had no appetite in the first week but it has returned a little in 2nd and 3rd week. Not that much though and I&#039;m eating much healthier. However,just weighed myself this morning, at the end of my 4th week and I&#039;m gutted to find I&#039;ve only lost 1 lb. Although I did have a little bit of chocolate egg and haven&#039;t had the chance to go on my wii fit as I usually do nearly every day. Now I&#039;m wondering whether I should stop the tablets for a couple of days to kick start them again. As I have read that others have done this. Only thing is I had headaches for first three days when I started them and don&#039;t want a repeat of that.""",7.0,"April 26, 2009",7,3
81610,Liraglutide,Weight Loss,"""I started June 4 2017 at 220lb today June 22 2017 I havnt lost any weight but this is what I think: I started at 0.6ml for 1 week no change then moved up to 1.2ml for 1 week still no change. When I hit 1.8ml on the 3rd week, that&#039;s when all the appetite was gone and the nausea (not so bad nausea) started. I remind myself to eat and when I just start eating I am already full. For me, those smaller doses were to small to take effect giving how much I weighed or maybe my immune system can&#039;t go down so easily. I will update my review in the next 2 to 4 weeks with my weight and dosage level . If u see no effect, don&#039;t give up maybe ur body needs time for saxenda to start working like mine""",8.0,"July 23, 2017",12,3
54741,Bupropion / naltrexone,Weight Loss,"""I&#039;m on week 2, taking 1 pill in am and 1 in pm. I haven&#039;t noticed any weight loss at all. My biggest frustration at the moment is constipation. After reading other comments, I started taking stool softeners every day. Still no success. And like a previous member commented, ALL MY JEANS are tight.  Maybe if my food was actually able to leave my body, I&#039;d have success. But one bowel movement per week is not normal. At least for me. """,3.0,"April 7, 2017",4,1
13071,Ionamin,Weight Loss,"""Best weight loss ever and the easiest! Went from 192 to 138 in 4 months! I gained most if it back since they took it off the market 3 years ago!  Can&#039;t find anything nearly as good yet!""",10.0,"January 1, 2010",22,4
51939,Adipex-P,Weight Loss,"""Weighed 431 7/28/15 I&#039;ve been weighing over 400lbs for the last 3yrs.Went for my annual physical 10/27/15. Weighed 421. Lost a whopping 10lbs in 3.months on my own...Wow!.Dr said we had 2do something either surgery or medication. I chose meds. Overall I&#039;m rather healthy except 4this wt. We chose adipex. I went for my 1st visit 11/12/15 n had lost 10lbs in 2wks. I&#039;m more energetic n have started exercing. Follow me on here. C u in 2wks""",9.0,"November 16, 2015",52,4
97077,Contrave,Weight Loss,"""Started Contrave in the 2nd week of January..the first week was different I was very sick to my stomach all day every day for almost 10 days.  Once that passed I did not notice any changes at all.  I gave it over a month a didn&#039;t lose a pound.  So disappointed especially with what I had to pay for prescription.""",1.0,"February 17, 2017",11,1
4900,Belviq,Weight Loss,"""I have been on Belviq for one week and have lost 4 lbs. I had a mild headache the very first day and felt a little lightheaded for 3 days, but nothing severe or that I couldn&#039;t handle. I just decided not to drive, but now at 1 week I have no negative symptoms. It&#039;s definitely working, as I don&#039;t have hunger pains and have to look at the clock to make sure I do eat something. My doctor also gave me a menu to follow and I just use it as a guideline. I don&#039;t feel like I miss out on anything! I will send an update.""",10.0,"November 17, 2014",25,4
145665,Qsymia,Weight Loss,"""I have been using the product for 2 1/2 months I weighed 267 and now I weigh 242 losing a total of 25 lbs so far. This product helped to lower my blood pressure and give me a boost. Some side affects were insomnia the first week but that went away and dry mouth. My doctor advised me reduce my calorie intake to 1200 ( don&#039;t stay consistently below or your hair will fall out) and exercise 5 days a week ... I hope to lose at least  67lbs total""",7.0,"April 16, 2015",47,3
54900,Bupropion / naltrexone,Weight Loss,"""I&#039;m going on my third week of taking Contrave. The first week, I had instances of diarrhea. The second week, extreme nausea and diarrhea--I had to leave work within an hour. I&#039;ve also been using their Scale Down program, according to their scale, I&#039;ve lost 16lbs. however, the physician scale at my job indicates I&#039;ve only lost 1lb.""",6.0,"December 22, 2016",31,2
138578,Phentermine,Weight Loss,"""I have been on phentermine exactly a week today and have lost 6lbs! I go to the gym 5 times a week for 45 min to an hour. Only side effect is dry mouth. I want to lose 25 more lbs so I&#039;m sure I&#039;ll be at my goal by summer.""",10.0,"March 12, 2013",21,4
178530,Victoza,Weight Loss,"""So I&#039;ve been using Victoza for 3 weeks now and I&#039;ve lost about 3.5KG so far which is like a kilo a week roughly. Only experienced nausea on the second day and when I increased my dosage to 1.2mg. It also has helped suppress my appetite and stop me from eating out of boredom. 
I was wondering if anyone has noticed a change in their mood. I feel lazy, sluggish, not motivated and just overall blah feeling (more than usual) my sister is the same too and she&#039;s also using victoza. I just find it hard to judge if it&#039;s the medication or just because I&#039;m bored of being at home for the summer""",8.0,"August 30, 2017",10,3
52133,Adipex-P,Weight Loss,"""Started at 205, 5&#039;4&quot; age 30 female. Experienced the traditional side effects of initial dry mouth, jitters, and sweating but also lost the interest of eating. All thoughts of eating (especially when bored) went away, found that most often when others were eating or even the smell of food no longer turned my hunger on and in some cases made me queasy. Next, my mental focus and energy sky rocketed and I was able to complete projects with more quality and determination than ever before. The pounds melted away with virtually little exercise. Lost 25 lbs in the first three months, cannot wait to lose the next 25 and am now including a workout regimen I&#039;m doing at home with the Wii.""",10.0,"January 4, 2012",25,4
128533,Phentermine,Weight Loss,"""I started Phentermine 7-11-15. I have been at a stalled weight for the past year and a half and then all of a sudden gained 15lbs in a week along with other symptoms I was having. Went to the doc and did blood tests, everything came back healthy.  I&#039;m 6&#039;1 female and weighed 203. I weighed myself this morning on 7-20-15 and am at 193lbs. The side effects I have is dry mouth and helps drinking a lot of water and chewing gum.  Doctor put me on this for 3 months to jump start my metabolism again. So I&#039;m hoping once I&#039;m done the weight stays off. I work out 5 days a week and do cardio 4days and eat 4-5 small meals a day. Nothing else worked. I tried lots of different fat burners and NOTHING helped til I got on phentermine.""",10.0,"July 20, 2015",27,4
178578,Victoza,Weight Loss,"""My husband is diabetic and takes Victoza. He has lost a substantial amount of weight since he has been on it and he eats CONSTANTLY!  We have had to buy him a whole new wardrobe.  I went to the Doc last week and I am pre-diabetic and have been on Metformin for about a year.  The Doc suggested I take Victoza to help me lose weight and bump my A1C on down. I started out at 1.2 mg dose and so far I just feel a little nausea when my blood sugar drops. I just eat a little something or pop a hard candy into my mouth and the feeling goes away.  I have only been taking the shot for 4 days but I have already lost 3lbs. 
I will check back after a few weeks with an update.""",8.0,"June 26, 2017",35,3
165182,Phentermine / topiramate,Weight Loss,"""I&#039;m done with my 14 day free trial and lost 9 lbs. I&#039;ll be starting a higher dosage tomorrow.  Dry mouth The only &quot;side effects&quot; if you would call it that  is dry mouth.""",9.0,"June 3, 2015",21,4
128918,Phentermine,Weight Loss,"""I started Phentermine a few months ago, my starting weight was 178lbs and my height is 5ft 3in. My BMI was very high. The first month I went from 178 to 166lbs. The second I went from 166 to 154lbs. My third month I did not lose any so they are upping my dose from 15.7 MG to 37.5 MG. So far I am very pleased. I know that when you stop taking it, it can all come back but I exercise and eat light naturally. My medical conditions make it extremely hard me for to loose it. Soon as it is off, it will be easier for me to keep it off. So I am not worried about that.""",10.0,"May 9, 2014",31,4
97058,Contrave,Weight Loss,"""I am giving the med a 9 for now- I just started yesterday- I am very excited and hopeful that this will be the drug to help get me over my weight gain- I am also eating a reduced calorie diet and working out to get my 10K steps in a day- I am hoping all combined will create over a 40lb loss- I started at my DR. with clothes at 187- horrifying- I am 5&#039;5- 47 years old and have NEVER weighed anywhere near this in my life- I am really bummed that I let myself get like this- I am down to 184 this morning- no clothes- and expecting the first 10lbs to drop quickly- I have  a trip in 7 weeks and I am hoping to be down 20 lbs by then- then another 20 by my next trip in July- I would like to get down to 138-142 and stay there- My insurance covers!""",9.0,"February 23, 2017",30,4
76991,Lorcaserin,Weight Loss,"""I started it last Saturday , by Tuesday evening , I gained 5.4 pounds, had to stop it. I was watching what I eat and I am a tennis player. 
Could it be my thyroid medication , I take lithoviroxine .75
It did curb appetite a bit  . I need to lose 20 pounds""",2.0,"April 19, 2015",17,1
138906,Phentermine,Weight Loss,"""I witnessed a friend get amazing results from this so I thought I&#039;d give it a try. I started at 199lbs and a month later I am at 181lbs. So lost a total of 18 lbs...not too bad. I haven&#039;t had any side effects. Maybe a few headaches when I first started taking the pill but nothing too bad. 
My appetite has definitely decreased. Normally, I am hungry all the time and never feel satisfied but now I eat a little bit of my meal and I&#039;m pretty much full. I have also lost cravings for chocolate and sweets which is nice. I drink more water than I used to because I often get dry mouth. But now, I&#039;m finding it harder to see the numbers drop on the scale. I go to the gym almost everyday for about 1 1/2 hours. Hopefully, the numbers will start dropping again!""",7.0,"April 28, 2010",24,3
76582,Lorcaserin,Weight Loss,"""This has been good for losing weight. I was skeptical at first because of all of the reported side effects and the costs. I checked with my pharmacy and found that my insurance paid all but $50 for it and the manufacturer will send you a card to cover the rest. There was ZERO cost for me to try this. First, the side effects. I had them all. Tired, joint pains, back pain, feeling foggy... It was bad. Everything subsided within the first 2 weeks. The back pain still remains but not as bad. Now results. I started the drug on 4/9/2017 at 306 pounds. As of 7/10/2017 I am down to 278 pounds. I walk daily and don&#039;t feel like eating too much. My cravings for sugar, soda and fast food is all but gone. My weight loss is slowing now though.""",10.0,"July 11, 2017",33,4
4942,Belviq,Weight Loss,"""I&#039;ve been on Belviq for just under 3 months.  I started out at 211 lbs (5 &#039; 6&quot;) and I&#039;m down to 191.  It definitely helps reduce appetite.  Recently unemployed, I was petrified I would be sitting at home stuffing my face.  But not with Belviq.  I don&#039;t feel hungry.  One thing to note, if I ignore that lack of hunger and eat (i.e. for emotional/stress reasons), the medicine won&#039;t stop me from over eating.  This medicine isn&#039;t some sort of replacement for a stomach reducing surgery but it is a very good tool.  It&#039;s been the jump start that I needed.  I also workout 5 times a week at a gym, which I did before but I increased my workouts, adding a class here and there.  Ladies beware a possible side effect of Belviq is urinary tract infection, which I&#039;ve had.""",9.0,"May 22, 2014",120,4
77313,Lorcaserin,Weight Loss,"""I have been taking Belviq for 7 days. I&#039;ve lost 6lbs. I feel hungry at random times but nothing ever looks good. Portions are really reduced. I had dry mouth first two days but no other side effects. I want to drink water all the time now and can&#039;t seem to finish an alcoholic drink. I have polycystic ovarian syndrome which makes weight loss ridiculously hard, this medication is a fantastic motivator.""",10.0,"February 14, 2014",76,4
4453,Belviq,Weight Loss,"""I started March 2015 @380lb,wasn&#039;t sure it would work but was willing and needed to give it a try.The first week got on that scale 373lb,I started to believe this could work;as time passed the weight was falling off,weeks went on more weight was melting away final weight loss was 355lb.Please remember you didn&#039;t put the weight on over night and it&#039;s not coming off over night. I stop taking the medication due to cost but I&#039;m back. My starting weight now was 364lb,went to dr last week down to 351lb.Belviq works just give it time.""",10.0,"September 18, 2016",63,4
77264,Lorcaserin,Weight Loss,"""I have been on Belviq for about three weeks and have lost about 12 lbs...not bad!  This is not a magic pill, but it is definitely helping control how much I eat. But to be honest, I am overweight because I like to eat and like the taste of food...especially sweets. It doesn&#039;t keep me from eating when I &quot;want&quot; to eat something whether I am hungry or not. It still takes willpower to lose pounds. If you are determined to discipline yourself to diet, then this pill will help you. If you are expecting to lose weight by only taking this pill and not changing your eating habits, you probably won&#039;t lose weight. I will continue to take it because I am losing weight, but I am also disciplining myself to eat right.""",8.0,"November 6, 2013",65,3
178589,Victoza,Weight Loss,"""Hi, 
 I would like to share my story with you, I am a 29 year old Female from South Africa,  Extremely overweight.   I started my weight loss journey on the 23 May 2017.

Weight Started: 90 Kg &ndash; 23/05/17
Current Weight: 83.4Kg &ndash; 01/06/17
Weight lost: 6.4Kg &ndash; 8 days
Goal Weight: 60

Symptoms were extremely mild, Slight nausea and vomiting.""",10.0,"June 1, 2017",28,4
127874,Phentermine,Weight Loss,"""Have been taking the 30mg pills for 7 weeks now I&#039;ve lost 30 pounds and after the 5th week or so I stopped sweating as much but now I&#039;m having issues with going to the toilet been about 4 days. Other than that the pills work amazing""",8.0,"December 8, 2016",5,3
54899,Bupropion / naltrexone,Weight Loss,"""I started contrave on Feb 5, 2016. It took me a minute before I actually began to use the medication because I was nervous of the side effects.  During that time I weighed 240 pound wearing a size 18 pant size.  After speaking with my physician who&#039;s also a weigh specialist informed me that the side effects will be minor and will not last long.  Once I began the medication, taking one a day for the 1st week and 2 for 2nd; increasing the dosage until I was on 2 in the morning and 2 at night.  I did suffer mild headaches and dry mouth during the first 2 weeks it went away and I have been doing fine ever since. As of Dec 27, 2016, I can joyously say I am 201 pounds wearing a size12 pants.""",10.0,"December 28, 2016",76,4
76720,Lorcaserin,Weight Loss,"""I started March 2015 @380lb,wasn&#039;t sure it would work but was willing and needed to give it a try.The first week got on that scale 373lb,I started to believe this could work;as time passed the weight was falling off,weeks went on more weight was melting away final weight loss was 355lb.Please remember you didn&#039;t put the weight on over night and it&#039;s not coming off over night. I stop taking the medication due to cost but I&#039;m back. My starting weight now was 364lb,went to dr last week down to 351lb.Belviq works just give it time.""",10.0,"September 18, 2016",63,4
52038,Adipex-P,Weight Loss,"""Started taking Adipex and I was at my highest weight ever. I was at 218lb. I currently am down 42lbs and now sitting at a weight of 176lb. Adipex really does help curb your appetite. Only down fall I&#039;ve found was that the dry mouth can be a tad irritating at times. I drink on a daily basis probably around 2-3 gallons of water before I started taking Adipex and now with this medication I am almost doubling my water intake just because no matter what for me my mouth is always dry. It is a side effect that I am willing to live with though with the type of results I am getting. I have also lost 20 inches off my entire body since the process has started. I do go to the gym 4 days a week and I do cardio and weights as well.""",9.0,"January 3, 2015",56,4
128148,Phentermine,Weight Loss,"""I&#039;ve been taking phentermine 15 mg for 23 days now and have been working out and eating healthy but only lost 6 lbs""",4.0,"May 2, 2016",8,2
52177,Adipex-P,Weight Loss,"""I have been on it for 4 months now and I lost 44 lbs so far. It makes you eat smaller portions if you try to eat more your stomach will hurt. I&#039;m sweaty and dry mouth all the time which makes me drink more water. I still eat what I want but I try and stay away from soda and sweats much as possible.""",9.0,"October 4, 2012",53,4
54443,Bupropion / naltrexone,Weight Loss,"""I started Contrave 6 weeks ago and my side effects were  I was very angry, easily frustrated, lightheadedness and headaches  I could not get pass the two pills 1 in the am and 1 in the pm. I started noticing after the third week. I became easily frustrated and very angry. I can almost feel the muscles ready to bust out of my skin from the tightness in my neck. So I backed down to just one pill in the am. Then after two weeks increased the dosage. But I have also been very tired after I take the pill. I could sleep all weekend. Which is not good for a wife/mother of 3. So I decided to just stop taking contrave. I&#039;ve have to take some motion sickness pill to help with side effects.""",1.0,"August 17, 2017",4,1
138637,Phentermine,Weight Loss,"""When I first started taking phentermine I was 192lbs its been 2 months and 1 week and I am now 158lbs. This pill makes dieting extremely easy. It gives you energy throughout the day and I definitely feel like I get the best out of my days now. I go to the gym 3 times a week and I follow a diet. I don&#039;t eat bread, cereals, pasta and I drink nothing but water. I would really recommend this to anyone who wants to lose weight. The first 2 weeks that you take it you do feel a little jittery and anxious but after like 2 weeks it goes away.""",10.0,"April 3, 2012",15,4
4502,Belviq,Weight Loss,"""I gotten belviq free trail last year  and I&#039;m glad I did the cost of them are  very expensive my experience with these pills was in minutes got a bad headaches and feeling very tied  yawning a whole lot I wouldn&#039;t recommend these pills to no one  """,1.0,"May 17, 2016",5,1
128670,Phentermine,Weight Loss,"""Started phentermine by my new Dr on 4/1/15, 286 lbs. 
Will weigh again in a week but so far I have no food cravings lost most my appetite. Only eat 3 small meals I feel a little nauseous when I think about eating I have tons of energy but when is time for bed I can&#039;t sleep. If I knew this pill was so effective I would have started when I was 230lbs don&#039;t know why my old Dr never recommend it. I&#039;m really excited &amp; I Promise to keep you posted.""",9.0,"April 5, 2015",72,4
139285,Phentermine,Weight Loss,"""I have been on this medicine on and off for eight months now. I weighed 210lbs when I started and now weigh 163lbs. I have not changed eating habits however food portion and exercise is the key.""",8.0,"April 18, 2008",41,3
14085,Megestrol,Weight Loss,"""My mum has leukemia. This medicine helped her when she wasn&#039;t eating.""",10.0,"December 28, 2008",52,4
54852,Bupropion / naltrexone,Weight Loss,"""I have been on Contrave for 2 months now.  Yes at first like any medicine you get constipation, headaches, nausea, and anything else.  They do put it in the pamphlet advising about side effects.  This medicine is suppose to make you nauseous when you over eat.  It suppresses your appetite. I&#039;ve noticed this especially when you&#039;re eating foods with more fat.  This medicine  is a combination of two separate drugs one is naltrexone, best known as a treatment for alcoholism. Honestly we can&#039;t depend on a pill to loose weight altogether.  Eating right and exercising are what we need to incorporate in our weight loss plan.  Personally I have seen great results.  It&#039;s helped me over my plateau.  Thank you.""",9.0,"February 1, 2017",19,4
127801,Phentermine,Weight Loss,"""The first time I took this three years ago, I lost 20 pounds in four months, but as soon as I stopped my appetite skyrocketed and I gained it all back.   I went back just this year to try again and it has zero effect on my appetite, it is like I am taking sugar pills. I  seriously asked them if they were giving me sugar pills.  They tried the &quot;zine&quot; one on me too, phentermazine or something and that was even worse.    I think for some people you have one shot with these to lose the weight.  After that they have no effect on your body.""",5.0,"February 3, 2017",8,2
38763,Contrave,Weight Loss,"""I have been on it for just 4 days. Started at 185lb and down to 181lb. Could be due to a good poop or just the day to day fluctuation of weight....but it&#039;s so encouraging!  I workout and always have 6 days a week, running, weights or HIIT. My problem is I love to eat, if I didn&#039;t work out I would easily weigh 300 pounds. I don&#039;t hear much talk about working out on this site.  This pill will help but u need to move ur ass!  I will keep posting my hopeful progress.""",10.0,"October 25, 2017",7,4
138689,Phentermine,Weight Loss,"""I have been taking Phentermine since Aug 2011, and I have lost about 15 Lbs. Since I started my eating habits have changed, mainly because I&#039;m not as hungry and I get full with a small meal.  I like eating salads, but there are times when I do eat something like pizza, but I only have 1 slice and feel satisfied.  I have not done any type of exercise other than cleaning, gardening. I helped a friend pack and move during a week span, but that is it.  I am planning on incorporating, a 30 minute jog or light walk and maybe built to some light weights as my weight loss plateaus. I hoping to lose another 20-30 more lbs in order to hit my goal. I go to the doctor every month and get my blood pressure checked and to get a shot of the B12 complex.""",10.0,"November 18, 2011",0,4
165130,Phentermine / topiramate,Weight Loss,"""I&#039;m 25, 5&#039;4 and weighed 189 lbs, I went to my doctor &amp; She put me on topiramate and phentermine which together work amazing! Now after 3 months I&#039;m down to 154lbs. Lost 35 pounds &amp; I&#039;m not sure how many inches off my waist! My goal is to lose 50lbs. Appetite is gone, I switched to a 1200 calorie diet. Side effects: dry mouth, but water fixes that, a short temper, that&#039;s a work in progress, occasionally I get dizzy but find I just need to eat. I would highly recommend asking for this! Not done yet but so far I love my new body and my energy has gone up.""",10.0,"March 7, 2014",18,4
138999,Phentermine,Weight Loss,"""So far I&#039;ve been on this medicine for 10 days.  Pretty impressive as I&#039;ve lost about 8 lbs already.  Cardio is important so I&#039;ve managed to do it about 7 out of the 10 days.  First day I used it I felt as if I could run a marathon.  Since then, I&#039;ve lost the cravings and most of my appetite, but still manage to eat right, and in small portions.  This stuff is a God send, really.""",9.0,"July 18, 2009",10,4
54547,Bupropion / naltrexone,Weight Loss,"""I am on my 5th week. Started at 209 lbs and am down to 196. I am also following a medical weight loss program, (that I try hard to stick to) track my food in MyFitnessPal and take a hot yoga class at least two days a week.  Mild nausea during the step-up period, no other side effects.  I am normally an anxious person and this does not increase  my anxiety at all. I also suffer from migraines and have seen no increase in those either. I feel great.  I find that taking the evening dose around 4-5pm helps with overeating at dinner and evening.  This medicine is helping me stick to a &quot;diet&quot; program for the first time in my entire life.  I even had lap-band surgery six years ago and didn&#039;t see these types of results. I am very happy with it.""",10.0,"June 4, 2017",20,4
145896,Qsymia,Weight Loss,"""Fantastic, I started on Friday, March 1, 2013 I have been working at loosing weight for years, I don&#039;t have high blood pressure, or diabetes, but my triglycerides are through the roof and I have rheumatoid arthritis and my joints are deteriorating and I am so tired of the pain and carrying around the weight, I am not a big eater, but when I eat it is sweets I crave and I am a heavy coke drinker.  Anyway that being said, on Friday I started and not at the starter dose, full strength, no issues for me, I can&#039;t stand the taste of coke any longer or sweets and I have no appetite.  I have energy and have even started walking again.  I haven&#039;t gotten on the scale but with the energy already this could be the miracle I needed.""",10.0,"March 4, 2013",74,4
39373,Contrave,Weight Loss,"""I am on day 5 of taking Contrave. I usually think about food all day and everything in between is a major inconvenience. Day 5 of this medication I almost am forgetting to eat, I have more energy, my mind is quieter, I feel overall more peaceful than normal. I&#039;ve lost 3 pounds already! I get full about half way through a small meal which is a big deal for me because usually my appetite is insatiable. I haven&#039;t had any of the side effects people have mentioned except that my eyes feel a little weird, which makes me feel a little dizzy, but it&#039;s barely noticeable. I have had some mild headaches but I think that&#039;s because I usually drink a lot of coffee and I haven&#039;t craved it as much so I havent had as much.""",9.0,"January 16, 2017",97,4
145672,Qsymia,Weight Loss,"""I started Qsymia in mid-December at 309 pounds and have lost a total of 30 pounds so far. I am now on the 7.5 mg dosage and it&#039;s working great!  Personally, I&#039;ve never experienced any of the side effects that some have, other than maybe a slight headache the first day or two when first starting the medication, and again when upping the dose.  It&#039;s been a life-changer for me!  On Qsymia, I can eat normally.  I no longer have the cravings in between meals and especially for sweets.  I can actually pass up cake and donuts!  It&#039;s true that you&#039;ll no longer like the taste of soda - diet or regular.  I drink only water now, with an occasional tea.  I count my calories and eat normal meals.  I just stop eating now when I&#039;m full.""",10.0,"March 31, 2015",30,4
13073,Ionamin,Weight Loss,"""This product was awesome. I went from 192 lbs in September of 2005 to 138lbs in January of 2006 without any form of exercise.  I was working 2 jobs and it gave me more energy than anything else I&#039;ve ever tried. Some days I would have to force myself to eat something because I just wasn&#039;t hungry.

Then, they took the stuff of the market (in Canada at least).  Neither I nor my doctor can get it anywhere.  I didn&#039;t have ANY side effects other than losing ugly fat.  

Bring this stuff back!  I know plenty of people who tried this and ALL loved it with great results.  Since being off Ionamin, I&#039;m back at 174 lbs.  There is nothing on the market like Ionamin. Please bring it back.""",10.0,"April 10, 2009",75,4
4589,Belviq,Weight Loss,"""Day 4 on Belviq. Cravings haven&#039;t subsided nor do I feel like my brain is signaling me that I&#039;m full or that I do not need that Reese&#039;s in line at the 
market for the ride home. My main concern is the tiredness, the lethargy and listlessness. It is horrible. I want to stop taking it but have read to &quot;hang in there&quot;. Oh mercy!! I&#039;m trying but it&#039;s so hard. My husband can notice the difference. My sexual appetite is gone, heck maybe it&#039;s bc I&#039;m too tired. In any case I will continue for several more days as I hear this will go away, but it&#039;s so very hard. I am hoping that my cravings for sweets will subside as well. Will update.""",3.0,"June 15, 2016",16,1
127743,Phentermine,Weight Loss,"""I began the pill on 03/03/2017 when weighing myself again on 03/06/2017 I was already down 6 pounds with no diet or exercise. I have a very limited appetite, always a crave for water. As of today I have lost a total of 13 pounds. I started off weighing 253 now I&#039;m 140.7""",10.0,"March 13, 2017",51,4
54632,Bupropion / naltrexone,Weight Loss,"""I started Contrave last Saturday May 6, 2017.  The first couple of days I felt depressed, my head felt a little weird, and I was mildly nauseous. By Monday, I felt a lot better. I&#039;m still on just one pill a day.  The only issue I&#039;m having is at night when I go to bed I kinda feel like my heart is racing a little bit.  Has anyone else experienced that?  So far that&#039;s my only concern.  I have had dry mouth but that&#039;s tolerable.  My starting weight was 184ish and this morning I weighed 180.4 which was encouraging.""",9.0,"May 11, 2017",10,4
128100,Phentermine,Weight Loss,"""I have been taking Phentermine for 7 days now. Started on 6/6/16 and I feel good.  Love how it suppresses my appetite, gives me energy and makes me drink plenty of water.  Something I had a veey hard time doing in the past.  No desire for sweets which is a great BIG plus for me.  I have to remind myself to eat and try to eat healthy.  The only side effect so far is dry mouth. I have noticed that I am getting cramps in places I normally don&#039;t get them. Especially in my calf area during my treadmill workouts. Not certain if this is from the drug or not?  Never happened prior to.  I work out 3 - 4x wk cardio. Advised by doc to stop weight training for awhile becuz it adds weight. That I miss. Am pretty bulky in arms.  Concentrating in weight.""",9.0,"June 19, 2016",10,4
145605,Qsymia,Weight Loss,"""Checking back in after 12 weeks on Qysmia 7.5mg and I&#039;ve lost a total of 14lbs! Not bad (5&#039;1- starting at 160lbs, now 146lbs.) This is with a very hectic travel schedule and hit or miss gym workouts. The biggest thing I notice is water intake! I&#039;m rarely hungry but I&#039;ve always got a dry mouth. If I drink plenty of water, I definitely see results on the scale. If I don&#039;t eat enough and especially don&#039;t drink enough, the weight loss slows down and the side effects are worse (for me it&#039;s hands and feet parasthesia, dry mouth, some racing thoughts). Overall, this is making a HUGE difference in my life, in how I feel, my joints, my energy, confidence, blood pressure, etc. For me, it&#039;s well worth the minor discomfort!""",10.0,"February 11, 2016",57,4
